batch_key,batch_number,batch_system_id,product_key,site_key,batch_type,manufacturing_date,expiry_date,retest_date,batch_size,batch_size_unit,yield_pct,batch_status,disposition_date,packaging_configuration,is_active,load_timestamp
832290887440911993,B2023-000038,ERP-163983,312128951784160904,1114374057383523306,EXHIBIT,2023-06-02,2027-06-01,,60196.335,units,92.0888,QUARANTINE,2023-07-01,Amber glass bottle,True,2026-02-28T20:37:29.873983
1017978367149897421,B2025-000039,ERP-593637,63170048226902845,766016181409944976,PILOT,2025-01-08,2027-01-08,2026-01-08,391744.0213,units,90.2093,RELEASED,2025-02-07,Glass vial,True,2026-02-28T20:37:29.873996
942659965300380204,B2022-000040,ERP-654480,308688047858770432,352630313262767873,VALIDATION,2022-02-09,2026-02-08,,88417.3935,units,89.0772,PENDING,2022-02-12,Alu/Alu blister,True,2026-02-28T20:37:29.874010
1120702127785978233,B2020-000041,ERP-278071,566172641180576253,1114374057383523306,VALIDATION,2020-04-12,2025-04-11,,132498.4117,kg,91.5207,RELEASED,2020-04-28,LDPE bag,True,2026-02-28T20:37:29.874019
360393741014365342,B2020-000042,ERP-295537,786436213586570348,349700393308997088,PILOT,2020-01-24,2022-01-23,2021-01-23,391580.3061,doses,85.6196,RELEASED,2020-01-28,PVC/Alu blister,True,2026-02-28T20:37:29.874033
398056178846658479,B2023-000043,ERP-761041,991451188909010574,327217897043323182,EXHIBIT,2023-02-23,2025-02-22,,53819.554,units,87.3138,PENDING,2023-03-12,Glass vial,True,2026-02-28T20:37:29.874043
546306588690309189,B2023-000044,ERP-518235,1137681028241901116,878250793116557982,DEVELOPMENT,2023-01-01,2026-12-31,2025-12-31,47168.243,doses,96.9869,RELEASED,2023-01-07,Glass vial,True,2026-02-28T20:37:29.874053
980482852982892360,B2024-000045,ERP-855517,993657727117075399,687171029622168373,DEVELOPMENT,2024-11-05,2028-11-04,,488464.9882,units,99.0521,PENDING,2024-11-18,Prefilled syringe,True,2026-02-28T20:37:29.874092
188032216956735922,B2022-000046,ERP-466006,928306582405841465,150366354319377942,REGISTRATION,2022-03-15,2026-03-14,2025-03-14,382979.5274,units,87.6685,RELEASED,,LDPE bag,True,2026-02-28T20:37:29.874105
866750128965238903,B2021-000047,ERP-446581,42345516254730573,413331060368526253,REGISTRATION,2021-04-08,2023-04-08,,50548.3227,L,94.403,QUARANTINE,,Prefilled syringe,True,2026-02-28T20:37:29.874120
638211351358478554,B2025-000048,ERP-747070,627571754654686857,918112986228691303,DEVELOPMENT,2025-03-05,2028-03-04,2028-03-04,276767.9367,L,95.9181,QUARANTINE,,PVC/Alu blister,True,2026-02-28T20:37:29.874130
465940068695717370,B2026-000049,ERP-590366,1112337622583608871,196092002886341781,VALIDATION,2026-03-29,2028-03-28,,15706.0364,doses,88.0275,PENDING,,Prefilled syringe,True,2026-02-28T20:37:29.874142
1089477412950187966,B2026-000050,ERP-564256,1047007794187139125,79239146133907914,DEVELOPMENT,2026-10-29,2031-10-28,,117248.3557,kg,99.2801,RELEASED,2026-11-23,LDPE bag,True,2026-02-28T20:37:29.874151
278923834988999776,B2023-000051,ERP-215170,405134963366881957,883128150624758965,COMMERCIAL,2023-07-24,2025-07-23,,387952.4457,kg,97.372,QUARANTINE,2023-08-12,Glass vial,True,2026-02-28T20:37:29.874159
671398116057774206,B2021-000052,ERP-816820,144974586768442546,694738612452718043,DEVELOPMENT,2021-10-23,2024-10-22,,197210.1267,L,88.3995,RELEASED,2021-11-15,Glass vial,True,2026-02-28T20:37:29.874172
976423275549636105,B2021-000053,ERP-911942,70125784984355263,212293228681572212,EXHIBIT,2021-04-30,2026-04-29,,260927.54,L,89.1979,RELEASED,2021-05-22,Alu/Alu blister,True,2026-02-28T20:37:29.874182
170686363715880941,B2024-000054,ERP-822154,207252574746541451,1011726151622241361,PILOT,2024-06-28,2028-06-27,2026-06-28,465134.4257,L,94.7616,QUARANTINE,2024-07-10,PVC/Alu blister,True,2026-02-28T20:37:29.874192
502930571774995700,B2023-000055,ERP-940671,728797516087283128,878250793116557982,VALIDATION,2023-06-03,2028-06-01,,120645.7264,doses,99.3721,QUARANTINE,2023-06-30,HDPE bottle,True,2026-02-28T20:37:29.874201
494696771974113728,B2020-000056,ERP-509646,315787138290419757,100801617554395358,COMMERCIAL,2020-11-03,2023-11-03,,169014.7753,L,97.3103,RELEASED,,Glass vial,True,2026-02-28T20:37:29.874227
139523395927583975,B2024-000057,ERP-127286,88348692886148293,721739277798666228,COMMERCIAL,2024-04-08,2028-04-07,,343131.5548,L,89.4297,RELEASED,,HDPE bottle,True,2026-02-28T20:37:29.874235
109998507724002899,B2022-000058,ERP-288194,1126505078572808140,721739277798666228,PILOT,2022-09-04,2026-09-03,2023-09-04,289864.2397,doses,98.3118,RELEASED,,LDPE bag,True,2026-02-28T20:37:29.874244
280697304092298054,B2023-000059,ERP-208911,1131157936441994284,467373117589015664,VALIDATION,2023-07-30,2026-07-29,,496201.1584,doses,100.8856,PENDING,2023-08-25,LDPE bag,True,2026-02-28T20:37:29.874253
902447864480249461,B2022-000060,ERP-954961,478480075230804039,694738612452718043,VALIDATION,2022-02-27,2025-02-26,,108177.6486,kg,94.7199,RELEASED,2022-03-13,Alu/Alu blister,True,2026-02-28T20:37:29.874266
103608986506424715,B2023-000061,ERP-610820,525704581053259714,994180550334117185,VALIDATION,2023-08-14,2028-08-12,2026-08-13,191932.1013,doses,95.2177,PENDING,2023-09-02,Prefilled syringe,True,2026-02-28T20:37:29.874275
177813499075377647,B2020-000062,ERP-575024,361495400661923030,652713864818073742,DEVELOPMENT,2020-04-19,2022-04-19,,386724.7677,L,85.5629,RELEASED,2020-04-30,Amber glass bottle,True,2026-02-28T20:37:29.874285
613797558466523816,B2023-000063,ERP-484650,590880060653402159,1149565156025236853,REGISTRATION,2023-10-24,2028-10-22,2025-10-23,141977.2434,units,99.608,PENDING,2023-11-17,PVC/Alu blister,True,2026-02-28T20:37:29.874295
1116945356306451817,B2023-000064,ERP-473075,910692005827022726,114090057959650911,EXHIBIT,2023-09-08,2026-09-07,,442522.2205,units,93.3403,RELEASED,2023-09-23,HDPE bottle,True,2026-02-28T20:37:29.874304
47030480438804985,B2022-000065,ERP-310938,824299246033956540,547473128815303591,COMMERCIAL,2022-11-30,2027-11-29,,128774.0941,units,97.4626,RELEASED,2022-12-29,LDPE bag,True,2026-02-28T20:37:29.874313
955423085391766080,B2021-000066,ERP-983680,1148161904272604930,79239146133907914,EXHIBIT,2021-02-01,2024-02-01,,206011.142,kg,98.7293,QUARANTINE,,PVC/Alu blister,True,2026-02-28T20:37:29.874321
77195361409520587,B2021-000067,ERP-900092,1048655822757692053,785882248787823823,COMMERCIAL,2021-12-11,2024-12-10,,452049.7475,doses,99.7317,PENDING,2022-01-02,HDPE bottle,True,2026-02-28T20:37:29.874330
148025399726468795,B2026-000068,ERP-627224,1066752807284316733,114090057959650911,COMMERCIAL,2026-12-22,2031-12-21,,363947.6355,kg,97.1202,RELEASED,2027-01-21,PVC/Alu blister,True,2026-02-28T20:37:29.874338
183282982228618486,B2023-000069,ERP-857943,222461500850890767,290983122066396445,VALIDATION,2023-03-24,2027-03-23,,347539.3871,L,91.511,RELEASED,,LDPE bag,True,2026-02-28T20:37:29.874349
211370370668199274,B2025-000070,ERP-586441,744812652539231921,1063877619515961722,REGISTRATION,2025-07-15,2027-07-15,,365677.5701,doses,93.6267,RELEASED,2025-08-05,PVC/Alu blister,True,2026-02-28T20:37:29.874358
1058849822298214099,B2024-000071,ERP-198663,134476742966328584,652713864818073742,REGISTRATION,2024-06-13,2026-06-13,2027-06-13,114301.3784,doses,98.0221,QUARANTINE,2024-07-11,HDPE bottle,True,2026-02-28T20:37:29.874370
306754966373557181,B2021-000072,ERP-961254,934378378305576661,785882248787823823,REGISTRATION,2021-10-25,2024-10-24,,151526.7233,units,86.0538,QUARANTINE,,Prefilled syringe,True,2026-02-28T20:37:29.874381
875075065707449728,B2021-000073,ERP-496933,634629078208392176,1057351768623314821,REGISTRATION,2021-02-13,2025-02-12,,196594.6213,units,89.1616,RELEASED,2021-02-14,Alu/Alu blister,True,2026-02-28T20:37:29.874390
1089984717090061864,B2023-000074,ERP-415525,674773402356974733,918112986228691303,EXHIBIT,2023-04-19,2027-04-18,,263341.8152,L,94.8831,QUARANTINE,2023-04-22,Alu/Alu blister,True,2026-02-28T20:37:29.874398
927511892751532823,B2024-000075,ERP-155452,222461500850890767,150366354319377942,COMMERCIAL,2024-05-13,2026-05-13,,91452.8914,kg,93.9718,PENDING,2024-06-08,Alu/Alu blister,True,2026-02-28T20:37:29.874406
1117339731019574372,B2020-000076,ERP-591930,1031706422186144400,774915664313290064,EXHIBIT,2020-09-17,2022-09-17,2023-09-17,478073.2222,L,98.8625,PENDING,,Prefilled syringe,True,2026-02-28T20:37:29.874420
293485227144713961,B2020-000077,ERP-481826,346827399503972080,19632869490552304,COMMERCIAL,2020-08-29,2023-08-29,,496649.0362,units,86.6283,RELEASED,2020-09-07,Alu/Alu blister,True,2026-02-28T20:37:29.874431
586550345054330275,B2021-000078,ERP-933157,575391546478961226,547473128815303591,EXHIBIT,2021-08-19,2023-08-19,,266113.3338,doses,94.18,PENDING,2021-08-26,Prefilled syringe,True,2026-02-28T20:37:29.874442
331213005217717684,B2025-000079,ERP-981155,298170960334418149,1090498828547780005,EXHIBIT,2025-04-06,2029-04-05,,346565.6649,doses,90.8911,PENDING,2025-04-19,Prefilled syringe,True,2026-02-28T20:37:29.874450
684073138509383567,B2021-000080,ERP-950631,634629078208392176,352630313262767873,PILOT,2021-06-20,2026-06-19,2024-06-19,42826.2571,doses,98.9155,QUARANTINE,2021-07-14,Glass vial,True,2026-02-28T20:37:29.874459
891163160809200508,B2024-000081,ERP-715270,335345955036416474,1011726151622241361,PILOT,2024-08-31,2026-08-31,2027-08-31,423770.3284,kg,85.4984,PENDING,2024-09-04,Amber glass bottle,True,2026-02-28T20:37:29.874471
496945816644469582,B2026-000082,ERP-992298,760288528368192633,290983122066396445,DEVELOPMENT,2026-11-06,2030-11-05,2029-11-05,80737.1487,L,97.7316,PENDING,2026-11-11,Prefilled syringe,True,2026-02-28T20:37:29.874483
1150112521695465182,B2023-000083,ERP-466659,359614313988775403,54631159255259265,EXHIBIT,2023-05-31,2028-05-29,2025-05-30,7211.8991,L,97.6784,PENDING,,Alu/Alu blister,True,2026-02-28T20:37:29.874492
1120082967430893688,B2022-000084,ERP-342055,287909276226858834,428432496504477680,DEVELOPMENT,2022-03-31,2026-03-30,,138295.127,L,93.3507,PENDING,2022-04-16,LDPE bag,True,2026-02-28T20:37:29.874500
39030807999653526,B2020-000085,ERP-524719,537194213088278139,587823240306444353,COMMERCIAL,2020-09-10,2023-09-10,2023-09-10,461029.4631,doses,100.1245,PENDING,2020-09-14,Glass vial,True,2026-02-28T20:37:29.874509
390116596141707752,B2024-000086,ERP-668918,875895386911524357,349700393308997088,REGISTRATION,2024-02-16,2027-02-15,2025-02-15,73376.4741,kg,94.7657,RELEASED,,Amber glass bottle,True,2026-02-28T20:37:29.874518
613934425798930462,B2025-000087,ERP-525857,204055746867562460,1114374057383523306,PILOT,2025-08-01,2027-08-01,,195167.1161,L,94.1827,PENDING,,Glass vial,True,2026-02-28T20:37:29.874525
625650860013279733,B2020-000088,ERP-606077,243000165264560195,918112986228691303,EXHIBIT,2020-10-16,2024-10-15,,449109.1192,units,95.2849,PENDING,2020-11-06,HDPE bottle,True,2026-02-28T20:37:29.874533
606879135782644252,B2022-000089,ERP-904122,156564598046008602,290983122066396445,EXHIBIT,2022-09-06,2025-09-05,2023-09-06,328671.8194,kg,94.5873,RELEASED,2022-10-06,Amber glass bottle,True,2026-02-28T20:37:29.874544
1073301250820085384,B2022-000090,ERP-288666,493542789092470614,1046740813346471167,COMMERCIAL,2022-11-11,2026-11-10,,120491.9691,L,90.9484,RELEASED,2022-11-23,Amber glass bottle,True,2026-02-28T20:37:29.874553
934597429595734457,B2025-000091,ERP-532808,301899118155667719,428432496504477680,DEVELOPMENT,2025-05-15,2029-05-14,2026-05-15,453913.6291,L,91.6865,QUARANTINE,2025-06-03,PVC/Alu blister,True,2026-02-28T20:37:29.874565
95090059729993057,B2022-000092,ERP-652229,200252072953795238,766016181409944976,COMMERCIAL,2022-01-18,2027-01-17,,69615.5773,L,95.2684,PENDING,2022-02-08,Prefilled syringe,True,2026-02-28T20:37:29.874576
728529070952754744,B2022-000093,ERP-246267,884423767012445437,1090498828547780005,COMMERCIAL,2022-04-14,2024-04-13,,55189.0057,doses,101.7321,RELEASED,2022-04-16,PVC/Alu blister,True,2026-02-28T20:37:29.874585
826782249898296973,B2022-000094,ERP-340338,409273405564048327,19632869490552304,COMMERCIAL,2022-09-16,2025-09-15,,380938.5028,kg,90.608,PENDING,2022-09-19,Glass vial,True,2026-02-28T20:37:29.874593
1039993845727750969,B2023-000095,ERP-333901,1115958671608017070,290983122066396445,VALIDATION,2023-08-12,2025-08-11,2026-08-11,456341.4889,kg,86.8912,PENDING,,Glass vial,True,2026-02-28T20:37:29.874600
1062469191948628466,B2024-000096,ERP-616906,987023257364195871,687171029622168373,PILOT,2024-09-03,2028-09-02,,361634.9726,doses,97.4529,QUARANTINE,2024-09-21,PVC/Alu blister,True,2026-02-28T20:37:29.874608
667868367711467892,B2021-000097,ERP-407206,334857741551546659,54631159255259265,VALIDATION,2021-06-08,2025-06-07,,452551.629,units,87.4023,RELEASED,2021-07-06,LDPE bag,True,2026-02-28T20:37:29.874617
296883622326493059,B2025-000098,ERP-789141,75417034344071864,878250793116557982,VALIDATION,2025-08-28,2030-08-27,,444371.4391,L,99.9111,PENDING,2025-09-11,LDPE bag,True,2026-02-28T20:37:29.874625
783281903641383408,B2024-000099,ERP-529097,424819538844294390,994180550334117185,VALIDATION,2024-03-08,2028-03-07,,421446.1099,L,91.5941,PENDING,,Alu/Alu blister,True,2026-02-28T20:37:29.874636
41859366852754507,B2025-000100,ERP-747464,141373532439614474,467373117589015664,VALIDATION,2025-08-13,2029-08-12,,473566.6247,doses,93.9234,PENDING,2025-08-23,LDPE bag,True,2026-02-28T20:37:29.874644
430540910440968954,B2023-000101,ERP-956210,541163902195868456,721739277798666228,EXHIBIT,2023-03-28,2026-03-27,,342026.2582,kg,88.1104,QUARANTINE,2023-04-10,HDPE bottle,True,2026-02-28T20:37:29.874653
998034770168533209,B2021-000102,ERP-252376,640056929951954187,652713864818073742,DEVELOPMENT,2021-04-16,2025-04-15,2022-04-16,226563.0652,doses,100.8715,QUARANTINE,2021-05-06,HDPE bottle,True,2026-02-28T20:37:29.874667
1122445342639770480,B2025-000103,ERP-495435,69598425094796121,694738612452718043,VALIDATION,2025-01-25,2028-01-25,2026-01-25,446373.4118,kg,85.9772,QUARANTINE,2025-02-04,Glass vial,True,2026-02-28T20:37:29.874677
985032256418203819,B2025-000104,ERP-167160,297194517307733238,694738612452718043,VALIDATION,2025-10-07,2027-10-07,2026-10-07,338714.1591,units,99.198,RELEASED,2025-10-23,Alu/Alu blister,True,2026-02-28T20:37:29.874686
466745765051574075,B2022-000105,ERP-864592,695210134053250691,212293228681572212,REGISTRATION,2022-12-10,2027-12-09,,20769.3994,units,98.5549,PENDING,2022-12-24,LDPE bag,True,2026-02-28T20:37:29.874694
213859694753318525,B2026-000106,ERP-630292,516917535941014902,766016181409944976,PILOT,2026-06-12,2029-06-11,2027-06-12,407317.636,doses,97.099,PENDING,,HDPE bottle,True,2026-02-28T20:37:29.874703
918052987152245659,B2021-000107,ERP-714530,862370297657975333,192968342959973654,VALIDATION,2021-02-02,2025-02-01,,129771.8774,units,95.1718,RELEASED,2021-03-01,Alu/Alu blister,True,2026-02-28T20:37:29.874711
889467731103501842,B2022-000108,ERP-368647,334857741551546659,46167523976552872,VALIDATION,2022-11-09,2026-11-08,2025-11-08,289947.8605,kg,98.2201,PENDING,2022-11-28,LDPE bag,True,2026-02-28T20:37:29.874720
1088280686801074932,B2021-000109,ERP-874128,148133620413356981,687171029622168373,PILOT,2021-07-05,2024-07-04,,110617.8634,kg,89.3844,PENDING,2021-07-10,Glass vial,True,2026-02-28T20:37:29.874729
118978665146256872,B2025-000110,ERP-188212,432984754753653068,317572024261877103,PILOT,2025-05-18,2028-05-17,,360636.2441,units,99.7033,RELEASED,,Amber glass bottle,True,2026-02-28T20:37:29.874735
819339843999581491,B2020-000111,ERP-195088,6525668232609265,547473128815303591,DEVELOPMENT,2020-07-29,2022-07-29,,118937.4183,doses,93.6228,RELEASED,2020-08-11,Alu/Alu blister,True,2026-02-28T20:37:29.874744
1044259430587817362,B2020-000112,ERP-154734,72759919961922250,100801617554395358,COMMERCIAL,2020-10-30,2023-10-30,2021-10-30,48422.5587,L,95.6637,PENDING,2020-11-17,PVC/Alu blister,True,2026-02-28T20:37:29.874758
1024565593580623519,B2024-000113,ERP-160378,200314406484225505,1063877619515961722,COMMERCIAL,2024-05-04,2029-05-03,,29366.0149,doses,90.2597,RELEASED,2024-05-09,Amber glass bottle,True,2026-02-28T20:37:29.874767
112593252153720330,B2022-000114,ERP-944050,181312640746913140,79239146133907914,REGISTRATION,2022-10-28,2025-10-27,,48084.3054,units,100.1081,QUARANTINE,2022-11-25,Glass vial,True,2026-02-28T20:37:29.874776
673144779843844403,B2023-000115,ERP-211969,751099030605917423,1090498828547780005,EXHIBIT,2023-08-08,2026-08-07,,481792.7518,units,97.7023,PENDING,2023-08-16,HDPE bottle,True,2026-02-28T20:37:29.874784
728694642901830533,B2023-000116,ERP-362900,680559484132005317,327217897043323182,EXHIBIT,2023-02-19,2027-02-18,,395293.1554,kg,101.5259,QUARANTINE,2023-02-26,PVC/Alu blister,True,2026-02-28T20:37:29.874792
834517098261121661,B2023-000117,ERP-556057,222461500850890767,1011726151622241361,COMMERCIAL,2023-02-20,2026-02-19,,63568.8741,units,90.2154,QUARANTINE,2023-03-02,LDPE bag,True,2026-02-28T20:37:29.874800
275244157310208935,B2020-000118,ERP-801829,948216500608074711,918112986228691303,DEVELOPMENT,2020-04-14,2025-04-13,,382688.5491,units,93.6626,QUARANTINE,2020-05-14,Amber glass bottle,True,2026-02-28T20:37:29.874808
271996948545672824,B2021-000119,ERP-236320,884423767012445437,612600359045210181,DEVELOPMENT,2021-09-28,2023-09-28,,16101.8933,L,95.6807,RELEASED,2021-10-13,PVC/Alu blister,True,2026-02-28T20:37:29.874815
314815904601072040,B2021-000120,ERP-534310,943782163874160047,150366354319377942,DEVELOPMENT,2021-02-28,2023-02-28,,230157.1242,doses,95.4084,PENDING,2021-03-21,Glass vial,True,2026-02-28T20:37:29.874827
1122651880262921223,B2020-000121,ERP-134248,48452932548525,587823240306444353,REGISTRATION,2020-10-22,2022-10-22,2021-10-22,162603.192,doses,94.8421,RELEASED,2020-11-20,HDPE bottle,True,2026-02-28T20:37:29.874836
680699743549477446,B2024-000122,ERP-690722,461224660842843364,878250793116557982,DEVELOPMENT,2024-04-04,2029-04-03,2026-04-04,106679.9563,L,95.816,PENDING,,PVC/Alu blister,True,2026-02-28T20:37:29.874850
111383378676082525,B2025-000123,ERP-858309,822966841413810828,19632869490552304,EXHIBIT,2025-10-05,2029-10-04,2026-10-05,261225.8244,units,101.36,PENDING,2025-10-26,LDPE bag,True,2026-02-28T20:37:29.874860
